"position","const","created","modified","description","Name","Known for","Birth date (month/day/year)",
"986","nm1249256","Mon Mar 10 15:15:54 2014","Mon Mar 10 15:15:54 2014","","Larry the Cable Guy","Actor, <a href=""http://www.imdb.com/title/tt0317219/"">Cars</a>","1963-02-17"

"987","nm0732497","Sun Mar  8 12:40:58 2015","Sun Mar  8 12:40:58 2015","","Craig Robinson","Actor, <a href=""http://www.imdb.com/title/tt1245492/"">This Is the End</a>","1971-10-25"

"988","nm0206359","Mon Mar 10 15:16:11 2014","Mon Mar 10 15:16:11 2014","","Charlie Day","Actor, <a href=""http://www.imdb.com/title/tt1663662/"">Pacific Rim</a>","1976-02-09"

"989","nm1676221","Mon Mar 10 15:16:18 2014","Mon Mar 10 15:16:18 2014","","Andy Samberg","Actor, <a href=""http://www.imdb.com/title/tt0837562/"">Hotel Transylvania</a>","1978-08-18"

"990","nm1330560","Mon Mar 10 15:16:26 2014","Mon Mar 10 15:16:26 2014","","Garrett Hedlund","Actor, <a href=""http://www.imdb.com/title/tt1104001/"">TRON: Legacy</a>","1984-09-03"

"991","nm1544217","Mon Mar 10 15:16:48 2014","Mon Mar 10 15:16:48 2014","","Cam Gigandet","Actor, <a href=""http://www.imdb.com/title/tt1282140/"">Easy A</a>","1982-08-16"

"992","nm1024677","Mon Mar 10 15:16:58 2014","Mon Mar 10 15:16:58 2014","","John Krasinski","Actor, <a href=""http://www.imdb.com/title/tt1176740/"">Away We Go</a>","1979-10-20"

"993","nm0416673","Thu Aug 13 10:54:55 2015","Thu Aug 13 10:54:55 2015","","Kevin James","Actor, <a href=""http://www.imdb.com/title/tt1648179/"">Here Comes the Boom</a>","1965-04-26"

"994","nm0005227","Mon Mar 10 15:17:07 2014","Mon Mar 10 15:17:07 2014","","Breckin Meyer","Actor, <a href=""http://www.imdb.com/title/tt0215129/"">Road Trip</a>","1974-05-07"

"995","nm0001659","Mon Mar 10 15:17:15 2014","Mon Mar 10 15:17:15 2014","","Christopher Reeve","Actor, <a href=""http://www.imdb.com/title/tt0078346/"">Superman</a>","1952-09-25"

"996","nm0001722","Mon Mar 10 15:17:22 2014","Mon Mar 10 15:17:22 2014","","Rufus Sewell","Actor, <a href=""http://www.imdb.com/title/tt0118929/"">Dark City</a>","1967-10-29"

"997","nm0001806","Mon Mar 10 15:34:46 2014","Mon Mar 10 15:34:46 2014","","John Turturro","Actor, <a href=""http://www.imdb.com/title/tt0190590/"">O Brother, Where Art Thou?</a>"

"998","nm0000885","Mon Mar 10 15:34:54 2014","Mon Mar 10 15:34:54 2014","","Ned Beatty","Actor, <a href=""http://www.imdb.com/title/tt0435761/"">Toy Story 3</a>","1937-07-06"

"999","nm0000092","Mon Mar 10 15:34:34 2014","Mon Mar 10 15:34:34 2014","","John Cleese","Actor, <a href=""http://www.imdb.com/title/tt0095159/"">A Fish Called Wanda</a>","1939-10-27"

"1000","nm0564215","Thu Aug 13 11:16:30 2015","Thu Aug 13 11:16:30 2015","","James McAvoy","Actor, <a href=""http://www.imdb.com/title/tt1270798/"">X-Men: First Class</a>","1979-04-21"
